Table Code,State Code,District Code,Area Name,Total/ Rural/ Urban,Age group,Main Workers - Persons,Main Workers - Males,Main Workers - Females,Industrial Category - A - Cultivators - Persons,Industrial Category - A - Cultivators - Males,Industrial Category - A - Cultivators - Females,Industrial Category - A - Agricultural labourers - Persons,Industrial Category - A - Agricultural labourers - Males,Industrial Category - A - Agricultural labourers - Females,"Industrial Category - A - Plantation, Livestock, Forestry, Fishing, Hunting and allied activities - Persons","Industrial Category - A - Plantation, Livestock, Forestry, Fishing, Hunting and allied activities - Males","Industrial Category - A - Plantation, Livestock, Forestry, Fishing, Hunting and allied activities - Females",Industrial Category - B - Persons,Industrial Category - B - Males,Industrial Category - B - Females,Industrial Category - C - HHI - Persons,Industrial Category - C - HHI - Males,Industrial Category - C - HHI - Females,Industrial Category - C - Non HHI - Persons,Industrial Category - C - Non HHI - Males,Industrial Category - C - Non HHI - Females,Industrial Category - D & E - Persons,Industrial Category - D & E - Males,Industrial Category - D & E - Females,Industrial Category - F - Persons,Industrial Category - F - Males,Industrial Category - F - Females,Industrial Category - G - HHI - Persons,Industrial Category - G - HHI - Males,Industrial Category - G - HHI - Females,Industrial Category - G - Non HHI - Persons,Industrial Category - G - Non HHI - Males,Industrial Category - G - Non HHI - Females,Industrial Category - H - Persons,Industrial Category - H - Males,Industrial Category - H - Females,Industrial Category - I - Persons,Industrial Category - I - Males,Industrial Category - I - Females,Industrial Category - J - HHI - Persons,Industrial Category - J - HHI - Males,Industrial Category - J - HHI - Females,Industrial Category - J - Non HHI - Persons,Industrial Category - J - Non HHI - Males,Industrial Category - J - Non HHI - Females,Industrial Category - K to M - Persons,Industrial Category - K to M - Males,Industrial Category - K to M - Females,Industrial Category - N to O - Persons,Industrial Category - N to O - Males,Industrial Category - N to O - Females,Industrial Category - P to Q - Persons,Industrial Category - P to Q - Males,Industrial Category - P to Q - Females,Industrial Category - R to U - HHI - Persons,Industrial Category - R to U - HHI - Males,Industrial Category - R to U - HHI - Females,Industrial Category - R to U - Non HHI - Persons,Industrial Category - R to U - Non HHI - Males,Industrial Category - R to U - Non HHI - Females
B0104,`33,`602,District - Thiruvallur,Urban,Total,809787,641449,168338,7883,5802,2081,13071,8273,4798,10638,9660,978,970,840,130,19745,12541,7204,191969,159014,32955,8269,7452,817,93554,82968,10586,104,102,2,88460,76660,11800,69471,66733,2738,16994,14489,2505,148,124,24,34236,26309,7927,28590,23941,4649,100553,84746,15807,45797,17338,28459,6180,2462,3718,73155,41995,31160
B0104,`33,`602,District - Thiruvallur,Urban,`5-9,1465,813,652,136,65,71,23,14,9,12,6,6,0,0,0,3,3,0,53,35,18,0,0,0,52,44,8,0,0,0,28,20,8,22,20,2,3,3,0,0,0,0,9,6,3,8,8,0,46,33,13,8,5,3,44,30,14,1018,521,497
B0104,`33,`602,District - Thiruvallur,Urban,`10-14,2621,1689,932,164,94,70,50,30,20,29,29,0,0,0,0,54,32,22,447,321,126,6,3,3,221,173,48,0,0,0,214,157,57,52,47,5,23,19,4,0,0,0,42,33,9,15,9,6,96,81,15,32,12,20,56,30,26,1120,619,501
B0104,`33,`602,District - Thiruvallur,Urban,15-19,22130,14896,7234,319,168,151,629,380,249,245,232,13,21,21,0,616,308,308,6187,3877,2310,83,67,16,2164,1805,359,5,5,0,2271,1690,581,708,654,54,284,249,35,0,0,0,295,188,107,281,203,78,2151,1850,301,379,116,263,384,184,200,5108,2899,2209
B0104,`33,`602,District - Thiruvallur,Urban,20-24,76686,55385,21301,581,359,222,1104,662,442,618,567,51,51,46,5,1717,978,739,21606,15881,5725,474,397,77,7322,6580,742,3,3,0,6685,5515,1170,5004,4702,302,1038,913,125,30,18,12,6537,3873,2664,2239,1469,770,10821,8410,2411,3325,940,2385,518,164,354,7013,3908,3105
B0104,`33,`602,District - Thiruvallur,Urban,25-29,120210,93474,26736,824,573,251,1614,1008,606,1157,1058,99,126,97,29,2438,1423,1015,31272,25525,5747,726,657,69,13036,11713,1323,14,12,2,11397,10124,1273,10011,9577,434,1755,1557,198,22,18,4,10883,7998,2885,4348,3347,1001,14015,11125,2890,6590,2341,4249,748,272,476,9234,5049,4185
B0104,`33,`602,District - Thiruvallur,Urban,30-34,122555,98284,24271,898,639,259,1580,1007,573,1155,1045,110,111,91,20,2793,1675,1118,31939,26406,5533,1120,1010,110,13922,12411,1511,8,8,0,13241,11784,1457,11109,10768,341,2308,2005,303,27,24,3,7201,6125,1076,4381,3754,627,14203,11805,2398,7780,2950,4830,672,250,422,8107,4527,3580
B0104,`33,`602,District - Thiruvallur,Urban,35-39,121044,95102,25942,942,681,261,1833,1087,746,1445,1308,137,194,160,34,2956,1729,1227,30046,24577,5469,1367,1269,98,15324,13276,2048,21,21,0,13922,11948,1974,11216,10893,323,2660,2207,453,24,21,3,3907,3464,443,4247,3552,695,13601,11382,2219,8075,2861,5214,809,298,511,8455,4368,4087
B0104,`33,`602,District - Thiruvallur,Urban,40-49,188330,153041,35289,1675,1309,366,3026,1977,1049,2787,2546,241,256,233,23,4636,3171,1465,41887,36354,5533,2753,2523,230,24931,22146,2785,30,30,0,22440,19544,2896,18468,17761,707,4666,3986,680,30,30,0,3219,2801,418,6864,5924,940,23917,20576,3341,12285,4456,7829,1394,552,842,13066,7122,5944
B0104,`33,`602,District - Thiruvallur,Urban,50-59,109623,91660,17963,1269,1017,252,1946,1276,670,1972,1775,197,166,155,11,2817,1972,845,21817,19919,1898,1507,1329,178,11949,10783,1166,23,23,0,12209,10717,1492,10935,10463,472,2967,2487,480,10,8,2,1733,1470,263,4874,4409,465,17149,15256,1893,5852,2729,3123,852,342,510,9576,5530,4046
B0104,`33,`602,District - Thiruvallur,Urban,60-69,33831,27933,5898,712,596,116,957,608,349,875,780,95,40,32,8,1292,933,359,5235,4802,433,176,152,24,3586,3148,438,0,0,0,4650,3994,656,1532,1460,72,1026,844,182,3,3,0,284,268,16,1043,1003,40,3487,3251,236,1174,738,436,494,227,267,7265,5094,2171
B0104,`33,`602,District - Thiruvallur,Urban,70-79,8314,6907,1407,258,220,38,242,172,70,283,264,19,5,5,0,309,235,74,981,883,98,45,36,9,714,613,101,0,0,0,1109,933,176,252,242,10,209,172,37,2,2,0,59,47,12,195,184,11,809,756,53,211,151,60,166,101,65,2465,1891,574
B0104,`33,`602,District - Thiruvallur,Urban,80+,2191,1671,520,94,73,21,52,40,12,55,45,10,0,0,0,106,76,30,303,265,38,3,3,0,222,190,32,0,0,0,223,173,50,110,104,6,43,35,8,0,0,0,41,24,17,61,50,11,181,155,26,56,33,23,35,9,26,606,396,210
B0104,`33,`602,District - Thiruvallur,Urban,Age not stated,787,594,193,11,8,3,15,12,3,5,5,0,0,0,0,8,6,2,196,169,27,9,6,3,111,86,25,0,0,0,71,61,10,52,42,10,12,12,0,0,0,0,26,12,14,34,29,5,77,66,11,30,6,24,8,3,5,122,71,51
B0104,`33,`603,District - Chennai,Total,Total,1618471,1256261,362210,10210,6732,3478,10251,6015,4236,15744,14796,948,916,838,78,14206,9500,4706,248465,204823,43642,9637,8274,1363,147263,135102,12161,226,216,10,246306,218375,27931,143919,137368,6551,43249,36043,7206,573,453,120,123841,94021,29820,86441,69678,16763,224281,180747,43534,88836,34496,54340,13815,5504,8311,190292,93280,97012
B0104,`33,`603,District - Chennai,Total,`5-9,3276,1896,1380,297,172,125,33,21,12,20,20,0,0,0,0,6,6,0,51,35,16,7,5,2,91,76,15,0,0,0,40,23,17,37,35,2,9,9,0,0,0,0,13,8,5,24,15,9,58,51,7,22,9,13,351,218,133,2217,1193,1024
B0104,`33,`603,District - Chennai,Total,`10-14,6455,4215,2240,315,174,141,71,38,33,29,27,2,0,0,0,49,38,11,714,503,211,45,36,9,410,361,49,0,0,0,582,490,92,197,178,19,100,89,11,0,0,0,173,120,53,101,67,34,275,196,79,104,53,51,439,213,226,2851,1632,1219
B0104,`33,`603,District - Chennai,Total,15-19,39237,26380,12857,649,351,298,842,440,402,252,243,9,11,9,2,243,152,91,7512,4841,2671,143,123,20,3817,3418,399,12,12,0,6778,5152,1626,1397,1291,106,928,804,124,9,9,0,808,528,280,623,472,151,2263,1666,597,628,279,349,899,455,444,11423,6135,5288
B0104,`33,`603,District - Chennai,Total,20-24,148227,104149,44078,955,564,391,1189,624,565,946,896,50,53,50,3,865,556,309,25388,18332,7056,509,426,83,12812,11721,1091,38,38,0,21006,17337,3669,10082,9544,538,3433,3052,381,48,36,12,20602,12078,8524,6526,4204,2322,19236,13260,5976,5993,1815,4178,1112,420,692,17434,9196,8238
B0104,`33,`603,District - Chennai,Total,25-29,237331,180574,56757,1221,761,460,1479,780,699,1889,1794,95,124,115,9,1428,927,501,38043,30044,7999,956,839,117,20319,18723,1596,29,29,0,31902,28466,3436,19025,18276,749,5165,4553,612,86,63,23,36527,26171,10356,12704,9517,3187,32051,24361,7690,11507,4146,7361,1436,463,973,21440,10546,10894
B0104,`33,`603,District - Chennai,Total,30-34,235092,185592,49500,1156,750,406,1388,849,539,2143,2020,123,131,119,12,1836,1147,689,38070,31409,6661,1159,1022,137,21559,19843,1716,43,40,3,34866,31734,3132,21969,21202,767,5712,4893,819,93,61,32,26066,21261,4805,12158,9834,2324,30010,23986,6024,13326,5066,8260,1460,484,976,21947,9872,12075
B0104,`33,`603,District - Chennai,Total,35-39,230507,178719,51788,1143,758,385,1246,761,485,2431,2306,125,101,90,11,2129,1279,850,38335,31267,7068,1294,1126,168,22961,20807,2154,34,34,0,35479,31755,3724,23413,22549,864,6161,5021,1140,83,74,9,15587,13353,2234,11292,9130,2162,29542,23536,6006,14305,4990,9315,1726,552,1174,23245,9331,13914
B0104,`33,`603,District - Chennai,Total,40-49,376662,298012,78650,1929,1331,598,1989,1261,728,4347,4064,283,219,205,14,3942,2681,1261,58199,50150,8049,2887,2471,416,38449,35390,3059,28,23,5,60053,53790,6263,39707,37759,1948,11465,9274,2191,155,138,17,14590,12412,2178,20216,16384,3832,54802,45070,9732,24275,9027,15248,2943,1152,1791,36467,15430,21037
B0104,`33,`603,District - Chennai,Total,50-59,232631,188701,43930,1363,999,364,1308,791,517,2422,2257,165,217,197,20,2352,1752,600,30356,27519,2837,2180,1844,336,18605,17362,1243,29,29,0,36287,32660,3627,22868,21483,1385,6825,5609,1216,82,63,19,7435,6276,1159,17815,15411,2404,41947,35788,6159,14151,6443,7708,1914,828,1086,24475,11390,13085
B0104,`33,`603,District - Chennai,Total,60-69,78536,63554,14982,773,553,220,547,346,201,918,838,80,44,42,2,926,650,276,8785,8019,766,317,269,48,6183,5598,585,13,11,2,14546,12870,1676,3990,3860,130,2710,2142,568,12,6,6,1409,1275,134,3653,3410,243,10597,9665,932,3464,2032,1432,1035,465,570,18614,11503,7111
B0104,`33,`603,District - Chennai,Total,70-79,22947,18593,4354,283,226,57,117,78,39,255,247,8,16,11,5,346,253,93,2273,2079,194,114,94,20,1539,1352,187,0,0,0,3739,3222,517,879,855,24,578,466,112,5,3,2,383,340,43,1028,969,59,2650,2449,201,837,530,307,390,181,209,7515,5238,2277
B0104,`33,`603,District - Chennai,Total,80+,5919,4656,1263,90,65,25,39,24,15,75,69,6,0,0,0,70,48,22,535,459,76,15,13,2,332,282,50,0,0,0,859,735,124,253,239,14,108,84,24,0,0,0,152,128,24,244,221,23,606,531,75,158,73,85,100,67,33,2283,1618,665
B0104,`33,`603,District - Chennai,Total,Age not stated,1651,1220,431,36,28,8,3,2,1,17,15,2,0,0,0,14,11,3,204,166,38,11,6,5,186,169,17,0,0,0,169,141,28,102,97,5,55,47,8,0,0,0,96,71,25,57,44,13,244,188,56,66,33,33,10,6,4,381,196,185
B0104,`33,`603,District - Chennai,Rural,Total,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
B0104,`33,`603,District - Chennai,Rural,`5-9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
B0104,`33,`603,District - Chennai,Rural,`10-14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
B0104,`33,`603,District - Chennai,Rural,15-19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
B0104,`33,`603,District - Chennai,Rural,20-24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
B0104,`33,`603,District - Chennai,Rural,25-29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
B0104,`33,`603,District - Chennai,Rural,30-34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
B0104,`33,`603,District - Chennai,Rural,35-39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
B0104,`33,`603,District - Chennai,Rural,40-49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
B0104,`33,`603,District - Chennai,Rural,50-59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
B0104,`33,`603,District - Chennai,Rural,60-69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
B0104,`33,`603,District - Chennai,Rural,70-79,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
B0104,`33,`603,District - Chennai,Rural,80+,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
B0104,`33,`603,District - Chennai,Rural,Age not stated,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
B0104,`33,`603,District - Chennai,Urban,Total,1618471,1256261,362210,10210,6732,3478,10251,6015,4236,15744,14796,948,916,838,78,14206,9500,4706,248465,204823,43642,9637,8274,1363,147263,135102,12161,226,216,10,246306,218375,27931,143919,137368,6551,43249,36043,7206,573,453,120,123841,94021,29820,86441,69678,16763,224281,180747,43534,88836,34496,54340,13815,5504,8311,190292,93280,97012
B0104,`33,`603,District - Chennai,Urban,`5-9,3276,1896,1380,297,172,125,33,21,12,20,20,0,0,0,0,6,6,0,51,35,16,7,5,2,91,76,15,0,0,0,40,23,17,37,35,2,9,9,0,0,0,0,13,8,5,24,15,9,58,51,7,22,9,13,351,218,133,2217,1193,1024
B0104,`33,`603,District - Chennai,Urban,`10-14,6455,4215,2240,315,174,141,71,38,33,29,27,2,0,0,0,49,38,11,714,503,211,45,36,9,410,361,49,0,0,0,582,490,92,197,178,19,100,89,11,0,0,0,173,120,53,101,67,34,275,196,79,104,53,51,439,213,226,2851,1632,1219
B0104,`33,`603,District - Chennai,Urban,15-19,39237,26380,12857,649,351,298,842,440,402,252,243,9,11,9,2,243,152,91,7512,4841,2671,143,123,20,3817,3418,399,12,12,0,6778,5152,1626,1397,1291,106,928,804,124,9,9,0,808,528,280,623,472,151,2263,1666,597,628,279,349,899,455,444,11423,6135,5288
B0104,`33,`603,District - Chennai,Urban,20-24,148227,104149,44078,955,564,391,1189,624,565,946,896,50,53,50,3,865,556,309,25388,18332,7056,509,426,83,12812,11721,1091,38,38,0,21006,17337,3669,10082,9544,538,3433,3052,381,48,36,12,20602,12078,8524,6526,4204,2322,19236,13260,5976,5993,1815,4178,1112,420,692,17434,9196,8238
B0104,`33,`603,District - Chennai,Urban,25-29,237331,180574,56757,1221,761,460,1479,780,699,1889,1794,95,124,115,9,1428,927,501,38043,30044,7999,956,839,117,20319,18723,1596,29,29,0,31902,28466,3436,19025,18276,749,5165,4553,612,86,63,23,36527,26171,10356,12704,9517,3187,32051,24361,7690,11507,4146,7361,1436,463,973,21440,10546,10894
B0104,`33,`603,District - Chennai,Urban,30-34,235092,185592,49500,1156,750,406,1388,849,539,2143,2020,123,131,119,12,1836,1147,689,38070,31409,6661,1159,1022,137,21559,19843,1716,43,40,3,34866,31734,3132,21969,21202,767,5712,4893,819,93,61,32,26066,21261,4805,12158,9834,2324,30010,23986,6024,13326,5066,8260,1460,484,976,21947,9872,12075
B0104,`33,`603,District - Chennai,Urban,35-39,230507,178719,51788,1143,758,385,1246,761,485,2431,2306,125,101,90,11,2129,1279,850,38335,31267,7068,1294,1126,168,22961,20807,2154,34,34,0,35479,31755,3724,23413,22549,864,6161,5021,1140,83,74,9,15587,13353,2234,11292,9130,2162,29542,23536,6006,14305,4990,9315,1726,552,1174,23245,9331,13914
B0104,`33,`603,District - Chennai,Urban,40-49,376662,298012,78650,1929,1331,598,1989,1261,728,4347,4064,283,219,205,14,3942,2681,1261,58199,50150,8049,2887,2471,416,38449,35390,3059,28,23,5,60053,53790,6263,39707,37759,1948,11465,9274,2191,155,138,17,14590,12412,2178,20216,16384,3832,54802,45070,9732,24275,9027,15248,2943,1152,1791,36467,15430,21037
B0104,`33,`603,District - Chennai,Urban,50-59,232631,188701,43930,1363,999,364,1308,791,517,2422,2257,165,217,197,20,2352,1752,600,30356,27519,2837,2180,1844,336,18605,17362,1243,29,29,0,36287,32660,3627,22868,21483,1385,6825,5609,1216,82,63,19,7435,6276,1159,17815,15411,2404,41947,35788,6159,14151,6443,7708,1914,828,1086,24475,11390,13085
B0104,`33,`603,District - Chennai,Urban,60-69,78536,63554,14982,773,553,220,547,346,201,918,838,80,44,42,2,926,650,276,8785,8019,766,317,269,48,6183,5598,585,13,11,2,14546,12870,1676,3990,3860,130,2710,2142,568,12,6,6,1409,1275,134,3653,3410,243,10597,9665,932,3464,2032,1432,1035,465,570,18614,11503,7111
B0104,`33,`603,District - Chennai,Urban,70-79,22947,18593,4354,283,226,57,117,78,39,255,247,8,16,11,5,346,253,93,2273,2079,194,114,94,20,1539,1352,187,0,0,0,3739,3222,517,879,855,24,578,466,112,5,3,2,383,340,43,1028,969,59,2650,2449,201,837,530,307,390,181,209,7515,5238,2277
B0104,`33,`603,District - Chennai,Urban,80+,5919,4656,1263,90,65,25,39,24,15,75,69,6,0,0,0,70,48,22,535,459,76,15,13,2,332,282,50,0,0,0,859,735,124,253,239,14,108,84,24,0,0,0,152,128,24,244,221,23,606,531,75,158,73,85,100,67,33,2283,1618,665
B0104,`33,`603,District - Chennai,Urban,Age not stated,1651,1220,431,36,28,8,3,2,1,17,15,2,0,0,0,14,11,3,204,166,38,11,6,5,186,169,17,0,0,0,169,141,28,102,97,5,55,47,8,0,0,0,96,71,25,57,44,13,244,188,56,66,33,33,10,6,4,381,196,185
B0104,`33,`604,District - Kancheepuram,Total,Total,1367753,1017397,350356,74761,55012,19749,162494,92427,70067,25097,20387,4710,5424,4349,1075,30884,20896,9988,247023,187991,59032,12048,10598,1450,142945,125312,17633,240,232,8,118201,101447,16754,94714,91054,3660,27931,23238,4693,215,178,37,73292,55730,17562,36840,30567,6273,137556,112350,25206,72313,28468,43845,9709,4410,5299,96066,52751,43315
B0104,`33,`604,District - Kancheepuram,Total,`5-9,1791,979,812,276,155,121,197,101,96,3,3,0,0,0,0,6,0,6,66,40,26,3,3,0,22,17,5,0,0,0,46,31,15,17,17,0,0,0,0,0,0,0,21,15,6,11,11,0,24,15,9,23,15,8,29,17,12,1047,539,508
B0104,`33,`604,District - Kancheepuram,Total,`10-14,4794,2949,1845,437,255,182,590,311,279,74,62,12,9,9,0,72,31,41,814,474,340,34,34,0,325,253,72,0,0,0,383,313,70,167,156,11,44,34,10,0,0,0,97,66,31,47,34,13,144,102,42,98,34,64,51,23,28,1408,758,650
B0104,`33,`604,District - Kancheepuram,Total,15-19,47412,28683,18729,1672,1002,670,5423,3204,2219,592,444,148,206,182,24,681,333,348,16375,7878,8497,126,99,27,4304,3829,475,6,6,0,4100,2960,1140,1825,1727,98,598,554,44,0,0,0,558,349,209,361,285,76,2930,1895,1035,708,271,437,453,178,275,6494,3487,3007
B0104,`33,`604,District - Kancheepuram,Total,20-24,144563,99343,45220,4123,2632,1491,12520,7113,5407,1523,1320,203,492,405,87,2234,1316,918,40603,26928,13675,639,518,121,13756,12548,1208,11,11,0,10243,8138,2105,9489,9067,422,1967,1725,242,18,18,0,12335,7090,5245,2797,1794,1003,15015,11023,3992,5961,1758,4203,697,311,386,10140,5628,4512
B0104,`33,`604,District - Kancheepuram,Total,25-29,208709,155440,53269,6941,4693,2248,18917,10481,8436,2454,2038,416,714,586,128,3755,2385,1370,44381,34511,9870,1246,1074,172,21862,19572,2290,51,51,0,16044,14129,1915,16044,15565,479,3206,2791,415,55,46,9,24111,17021,7090,5533,4145,1388,20215,15763,4452,10421,3922,6499,1087,439,648,11672,6228,5444
B0104,`33,`604,District - Kancheepuram,Total,30-34,200727,153987,46740,7414,5387,2027,18414,10018,8396,2754,2172,582,710,564,146,4306,2815,1491,38882,30752,8130,1765,1515,250,22173,19517,2656,35,32,3,17162,15243,1919,15795,15357,438,3844,3254,590,41,33,8,17543,14927,2616,5590,4682,908,20009,16386,3623,11858,4873,6985,1246,493,753,11186,5967,5219
B0104,`33,`604,District - Kancheepuram,Total,35-39,193885,143143,50742,8877,6208,2669,22419,11613,10806,3373,2595,778,883,679,204,4844,3222,1622,34733,26816,7917,1926,1707,219,23431,20063,3368,58,53,5,17800,15267,2533,14708,14265,443,4306,3356,950,36,33,3,8464,7429,1035,5158,4401,757,18682,15119,3563,11548,4229,7319,1424,639,785,11215,5449,5766
B0104,`33,`604,District - Kancheepuram,Total,40-49,297956,225452,72504,18170,13280,4890,38895,22112,16783,6593,5319,1274,1398,1109,289,7557,5336,2221,43693,36172,7521,3605,3256,349,35147,30421,4726,41,41,0,28095,24329,3766,22340,21418,922,7597,6242,1355,44,36,8,6203,5446,757,8632,7276,1356,31742,26662,5080,18401,6878,11523,2239,1109,1130,17564,9010,8554
B0104,`33,`604,District - Kancheepuram,Total,50-59,176628,137103,39525,13955,10769,3186,25000,14771,10229,4510,3733,777,746,598,148,4500,3231,1269,19724,17588,2136,2373,2089,284,15426,13551,1875,20,20,0,16308,14250,2058,12187,11450,737,4327,3601,726,9,9,0,3229,2729,500,7123,6428,695,22774,19926,2848,10776,4995,5781,1368,586,782,12273,6779,5494
B0104,`33,`604,District - Kancheepuram,Total,60-69,65954,50352,15602,8409,6793,1616,14428,8785,5643,2221,1819,402,220,177,43,2183,1633,550,5794,5158,636,262,241,21,5067,4339,728,12,12,0,6076,5143,933,1637,1554,83,1571,1279,292,6,3,3,498,472,26,1222,1164,58,4621,4215,406,1923,1144,779,767,366,401,9037,6055,2982
B0104,`33,`604,District - Kancheepuram,Total,70-79,19336,15444,3892,3367,2947,420,4600,3174,1426,800,710,90,41,35,6,621,491,130,1384,1235,149,43,43,0,1041,870,171,6,6,0,1510,1285,225,327,306,21,383,330,53,6,0,6,104,75,29,280,271,9,1093,978,115,450,290,160,274,207,67,3006,2191,815
B0104,`33,`604,District - Kancheepuram,Total,80+,4637,3659,978,797,718,79,964,672,292,185,167,18,5,5,0,111,89,22,410,339,71,13,8,5,246,215,31,0,0,0,346,284,62,131,129,2,70,54,16,0,0,0,79,66,13,75,70,5,200,184,16,97,44,53,69,42,27,839,573,266
